County,State,FFRPTH14
Randolph,WV,0.475721227
Ritchie,WV,0.699230846
Roane,WV,0.340971086
Summers,WV,0.372661549
Taylor,WV,0.527271662
Tucker,WV,0.866175834
Tyler,WV,0.329742801
Upshur,WV,0.566091141
Wayne,WV,0.413404017
Webster,WV,0.113199004
Wetzel,WV,0.938203653
Wirt,WV,0
Wood,WV,0.939272006
Wyoming,WV,0.265510222
Adams,WI,0.5936186
Ashland,WI,0.745202757
Barron,WI,0.63799362
Bayfield,WI,0.4671338
Brown,WI,0.670121167
Buffalo,WI,0.227479527
Burnett,WI,0.260960334
Calumet,WI,0.424319573
Chippewa,WI,0.551528522
Clark,WI,0.319553787
Columbia,WI,0.582884395
Crawford,WI,0.488042948
Dane,WI,0.811568826
Dodge,WI,0.429019803
Door,WI,0.828351221
Douglas,WI,0.503455536
Dunn,WI,0.473987135
Eau Claire,WI,0.87629475
Florence,WI,0.446328944
Fond du Lac,WI,0.579801295
Forest,WI,0.328695081
Grant,WI,0.424472786
Green,WI,0.43169738
Green Lake,WI,0.26544914
Iowa,WI,0.419727177
Iron,WI,0.676018252
Jackson,WI,0.629478985
Jefferson,WI,0.497659814
Juneau,WI,0.303087706
Kenosha,WI,0.654496989
Kewaunee,WI,0.391312855
La Crosse,WI,0.677902907
Lafayette,WI,0.296683083
Langlade,WI,0.566718187
Lincoln,WI,0.526445092
Manitowoc,WI,0.424151697
Marathon,WI,0.574458683
Marinette,WI,0.629570439
Marquette,WI,0.398671096
Menominee,WI,0.221141088
Milwaukee,WI,0.643032352
Monroe,WI,0.484805747
Oconto,WI,0.427613117
Oneida,WI,0.759216039
Outagamie,WI,0.714262167
Ozaukee,WI,0.60592203
Pepin,WI,0.681663258
Pierce,WI,0.537135602
Polk,WI,0.575546193
Portage,WI,0.638460884
Price,WI,0.365630713
Racine,WI,0.538011816
Richland,WI,0.452949836
Rock,WI,0.645209321
Rusk,WI,0.418614386
St. Croix,WI,0.564782904
Sauk,WI,0.85201723
Sawyer,WI,0.547545172
Shawano,WI,0.384809639
Sheboygan,WI,0.589816983
Taylor,WI,0.29211295
Trempealeau,WI,0.474431529
Vernon,WI,0.362294974
Vilas,WI,0.747733433
Walworth,WI,0.676152115
Washburn,WI,0.318593093
Washington,WI,0.562847558
Waukesha,WI,0.652969493
Waupaca,WI,0.7106365
Waushara,WI,0.330879312
Winnebago,WI,0.542737639
Wood,WI,0.557004673
Albany,WY,0.714077914
Big Horn,WY,0.419111484
Campbell,WY,0.68294702
Carbon,WY,0.441528952
Converse,WY,0.56749663
Crook,WY,0.82781457
Fremont,WY,0.491364273
Goshen,WY,0.813970697
Hot Springs,WY,1.03820598
Johnson,WY,0.816516972
Laramie,WY,0.674350808
Lincoln,WY,0.646307966
Natrona,WY,0.649318828
Niobrara,WY,1.218026797
Park,WY,0.620925179
Platte,WY,0.568246392
Sheridan,WY,0.732551945
Sublette,WY,0.298299692
Sweetwater,WY,0.733170407
Teton,WY,1.003052769
Uinta,WY,0.76540375
Washakie,WY,0.720980534
Weston,WY,0.416608804
